,index,Unnamed: 0,book_title,author_id,Year released,Rating,ratings
0,300,300,"Siege and Storm (The Shadow and Bone Trilogy, #2)",78.0,2013,"3,85",`486943`
1,301,301,Wait for It (Kindle Edition),35.0,2016,"4,31",`69159`
2,302,302,"Undercover Bromance (Bromance Book Club, #2)",43.0,2020,"3,89",`37661`
3,303,303,The Cheat Sheet (Kindle Edition),157.0,2021,"3,76",`88916`
4,304,304,"Something Borrowed (Darcy & Rachel, #1)",,2004,"3,87",`548478`
5,305,305,"Lick (Stage Dive, #1)",159.0,2013,"4,08",`84934`
6,306,306,We Were Liars (Kindle Edition),160.0,2014,"3,73",`919633`
7,307,307,"Just Like Heaven (Smythe-Smith Quartet, #1)",20.0,2011,"3,95",`47800`
8,308,308,I'll Give You the Sun (Hardcover),161.0,2014,"4,15",`309331`
9,309,309,Just Listen (Hardcover),153.0,2006,"4,05",`243619`
10,310,310,"An Ember in the Ashes (An Ember in the Ashes, #1)",,2015,"4,26",`255988`
11,311,311,"It Had to Be You (Chicago Stars, #1)",163.0,1994,"4,01",`64323`
12,312,312,"Ice Planet Barbarians (Ice Planet Barbarians, #1)",164.0,2015,"3,68",`75411`
13,313,313,Evvie Drake Starts Over (Hardcover),165.0,2019,"3,84",`119436`
14,314,314,"Love, Rosie (Paperback)",107.0,2004,"3,94",`122412`
15,315,315,"The Marriage Bargain (Marriage to a Billionaire, #1)",166.0,2010,"3,8",`109486`
16,316,316,"A Week to Be Wicked (Spindle Cove, #2)",72.0,2012,"4,11",`31300`
17,317,317,,68.0,2015,"3,82",`36409`
18,318,318,Today Tonight Tomorrow (Hardcover),88.0,2020,"4,17",`45486`
19,319,319,,167.0,2022,"4,34",`150232`
20,320,320,"Bed of Roses (Bride Quartet, #2)",93.0,2009,"4,12",`60829`
21,321,321,"Something About You (FBI/US Attorney, #1)",168.0,2010,"3,94",`60302`
22,322,322,Along for the Ride (Hardcover),153.0,2009,"4,04",`200653`
23,323,323,"Because of Miss Bridgerton (Rokesbys, #1)",,2016,"3,94",`46317`
24,324,324,,169.0,2019,"3,73",`42164`
25,325,325,"The Right Swipe (Modern Love, #1)",170.0,2019,"3,65",`21234`
26,326,326,"The Bride (Lairds' Fiancées, #1)",171.0,1989,"4,23",`62543`
27,327,327,"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",172.0,2010,"3,81",`190279`
28,328,328,"We'll Always Have Summer (Summer, #3)",19.0,2011,"3,94",`224027`
29,329,329,"Angels' Blood (Guild Hunter, #1)",151.0,2009,"4,07",`87377`
30,330,330,"We'll Always Have Summer (Summer, #3)",19.0,2011,"3,94",`224027`
31,331,331,"The Shadows Between Us (The Shadows Between Us, #1)",173.0,2020,"3,89",`128699`
32,332,332,,86.0,2008,"4,34",`350550`
33,333,333,"Lord of Scoundrels (Scoundrels, #3)",174.0,1995,"4,09",`34076`
34,334,334,"Geekerella (Once Upon a Con, #1)",175.0,2017,"3,93",`59104`
35,335,335,"Beyond the Highland Mist (Highlander, #1)",156.0,1999,"3,96",`69756`
36,336,336,"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)",176.0,2009,"4,05",`35753`
37,337,337,,37.0,2014,"4,4",`350450`
38,338,338,Heartless (Hardcover),49.0,2016,"4,08",`151923`
39,339,339,"Ignite Me (Shatter Me, #3)",58.0,2014,"4,45",`262482`
40,340,340,,,2005,"4,1",`159309`
41,341,341,Better Than the Movies (Hardcover),178.0,2021,"4,27",`56775`
42,342,342,"Thoughtless (Thoughtless, #1)",179.0,2012,"4,09",`138379`
43,343,343,"Lover Enshrined (Black Dagger Brotherhood, #6)",42.0,2008,"4,11",`113315`
44,344,344,"Rhapsodic (The Bargainer, #1)",180.0,2016,"3,98",`88341`
45,345,345,"Him (Him, #1)",181.0,2015,"4,29",`47672`
46,346,346,"The Next Always (Inn BoonsBoro Trilogy, #1)",93.0,2011,"4,12",`79935`
47,347,347,"Savor the Moment (Bride Quartet, #3)",93.0,2010,"4,14",`55327`
48,348,348,"The Kiss of Deception (The Remnant Chronicles, #1)",182.0,2014,"3,96",`116655`
49,349,349,,183.0,1998,"4,09",`411601`
50,350,350,Where the Crawdads Sing (ebook),,2018,"4,44",`2121637`
51,351,351,"A Hunger Like No Other (Immortals After Dark, #1)",185.0,2006,"4,12",`78645`
52,352,352,"Love in the Afternoon (The Hathaways, #5)",68.0,2010,"4,2",`44436`
53,353,353,"The Raven Boys (The Raven Cycle, #1)",75.0,2012,"4,05",`332644`
54,354,354,"The Fiery Cross (Outlander, #5)",13.0,2001,"4,24",`195915`
55,355,355,"Stuck with You (The STEMinist Novellas, #2)",8.0,2022,"3,71",`48423`
56,356,356,"Seduce Me at Sunrise (The Hathaways, #2)",68.0,2008,"4,07",`39570`
57,357,357,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",,2014,"4,02",`414245`
58,358,358,"Happy Ever After (Bride Quartet, #4)",93.0,2010,"4,18",`57059`
59,359,359,"Onyx (Lux, #2)",55.0,2012,"4,25",`171763`
60,360,360,,72.0,2019,"3,97",`24959`
61,361,361,"These Violent Delights (These Violent Delights, #1)",186.0,2020,"3,96",`95723`
62,362,362,"Austenland (Austenland, #1)",187.0,2007,"3,55",`86635`
63,363,363,The Guernsey Literary and Potato Peel Pie Society (Paperback),188.0,2008,"4,18",`698006`
64,364,364,"Confessions of a Shopaholic (Shopaholic, #1)",85.0,2000,"3,68",`705542`
65,365,365,Norwegian Wood (Paperback),189.0,1987,"4,03",`490161`
66,366,366,"On the Island (On the Island, #1)",190.0,2011,"4,11",`81213`
67,367,367,Let it Snow (Kindle Edition),1.0,2008,"3,71",`136871`
